intent,text,predict_raw,max_logits,bert_predict_correct
ask_where,那在哪里升级啊,insurance_upgrade_difference,0.7239753603935242,0
affirm,好的，我知道了，嗯，发过来吧嗯,send_message,0.7207509279251099,0
ask_who,询问是谁,interrupt,0.7193915843963623,0
how_operate,怎么升级呢,insurance_upgrade_difference,0.7173361778259277,0
insurance_policy_surrendered,我退了,insurance_cancel,0.7171690464019775,0
good_response,挺不错,affirm,0.7136932611465454,0
need_consider,等等在办,client_busy,0.7126160860061646,0
farewell,好，拜,affirm,0.708605170249939,0
insurance_upgrade_required,我在哪升级,insurance_upgrade_difference,0.7051886320114136,0
refuse,我用不着，你别给我发啦,send_message,0.7037352919578552,0
insurance_upgrade_difference,我不需要升级，你的不就是讲一元可以保600万的吗？那要升级的话，那你不就是假的吗,ask_doubt,0.7019973397254944,0
question_flagged,为啥显示诈骗,ask_doubt,0.7005777359008789,0
greeting,您好,affirm,0.7003265023231506,0
insurance_policy_surrendered,我知道啊，我刚刚已经退了呀，我看了很多评价，都说,insurance_cancel,0.6997570395469666,0
how_operate,在哪里升级啊,insurance_upgrade_difference,0.6988539099693298,0
insurance_upgrade_required,在哪升级,insurance_upgrade_difference,0.6947551369667053,0
thanks,谢谢啊,affirm,0.6894079446792603,0
not_understand,我说我听不明白你说啥意思，那不就是投投保到现在是成功，没成功咋又要升级是咋回事,insurance_upgrade_difference,0.6881042718887329,0
voice_assistant,你找他有什么事呢,ask_who,0.6880151033401489,0
affirm,知道我操作一下来,how_operate,0.6854064464569092,0
how_operate,我我不会用这个,refuse,0.6851440668106079,0
ask_where,哪有啊,ask_who,0.6846845149993896,0
ask_listen,有什么呀，说说说没听到没听清楚,need_repeat,0.6824232935905457,0
complaint,举报诈骗,ask_doubt,0.6807555556297302,0
need_consider,等等在买,client_busy,0.6807217597961426,0
affirm,啊，好的好的，我稍等等了，然后,client_busy,0.6794494390487671,0
insurance_upgrade_required,怎么操作升级,insurance_upgrade_difference,0.6773526668548584,0
Official_phone,我想问一下，如果是呃，有这一决定的话，我应该去怎么去找你们,interrupt,0.6766737699508667,0
interrupt,等会,client_busy,0.6762959957122803,0
not_understand,啥子,ask_who,0.6757283806800842,0
affirm,领什么呢,ask_who,0.674096405506134,0
insurance_policy_surrendered,我退了退出了,insurance_cancel,0.6723776459693909,0
Customer_service_name,你姓什么,ask_who,0.6686685085296631,0
affirm,有时间,client_busy,0.6685299873352051,0
ask_next,为啥,ask_who,0.6614434123039246,0
bad_response,你是傻逼吗,ask_doubt,0.6613107919692993,0
wrong_person,处理您找他有什么事，我帮您转达,voice_assistant,0.6609817147254944,0
insurance_upgrade_required,我怎么操作升级,insurance_upgrade_difference,0.6602940559387207,0
no_interest,你们这个就是那个广跟广告，就是瞎瞎在那里乱吹的我,ask_doubt,0.6601423621177673,0
ask_next,咋了,ask_who,0.6591377854347229,0
refuse,为什么要升级,insurance_upgrade_difference,0.6583520174026489,0
ask_robot,我是什么人，就是人,ask_who,0.6580339074134827,0
insurance_disease_limitation,嗯，这个我知道那个我想问一下，就是像我那个前段时间住过院,interrupt,0.6576446890830994,0
ask_next,为什么呀,ask_who,0.6574686765670776,0
thanks,谢谢,affirm,0.6566106081008911,0
need_repeat,你说什么呀,ask_who,0.6550377011299133,0
interrupt,你好，等一下,client_busy,0.6524553298950195,0
refuse,我不升级不可以吗,insurance_upgrade_difference,0.6505860686302185,0
refuse,我现在没时间，为什么还要操作这些嘞,how_operate,0.6498937010765076,0
interrupt,呃，您您您先等等,client_busy,0.6490078568458557,0
insurance_settle_claim,怎么操作理赔,how_operate,0.6478607058525085,0
interrupt,你等一下,client_busy,0.6435451507568359,0
insurance_upgrade_difference,不是那个那怎么还怎么操作吗？那不是投保上了吗,how_operate,0.6401954889297485,0
Company_address,你在哪边,ask_who,0.6400404572486877,0
need_repeat,什么,ask_who,0.63992840051651,0
Official_phone,这问题找谁呢,ask_who,0.6397122144699097,0
no_interest,哎，我刚刚点错了吧，还升级啦,insurance_upgrade_difference,0.6386087536811829,0
client_busy,好的好的好的，我这有事呢,affirm,0.6373695135116577,0
no_idea,我不懂怎么弄,how_operate,0.6333686113357544,0
affirm,一会儿操作,how_operate,0.6333387494087219,0
insurance_upgrade_difference,嗯，要操作这个干嘛呢,how_operate,0.6315488815307617,0
insurance_upgrade_required,我没选择升级吗,insurance_upgrade_difference,0.6280612349510193,0
interrupt,等等,client_busy,0.6235334873199463,0
ask_use,询问怎么用,interrupt,0.6233487725257874,0
insurance_interview,能不能真人面售,ask_doubt,0.6215261816978455,0
affirm,好的好的，等下等一下我,client_busy,0.6197379231452942,0
ask_next,询问后续，询问详情,interrupt,0.6173022389411926,0
client_busy,没空这操作什么东西啊，又,how_operate,0.6163086891174316,0
not_understand,什么没听明白,need_repeat,0.6155383586883545,0
ask_who,嗯，请问你是,interrupt,0.6150819063186646,0
thanks,好嘞，感谢您,affirm,0.6144259572029114,0
ask_doubt,我不不升级了，就这样吧，被骗了,insurance_upgrade_difference,0.6134215593338013,0
video_stuttering,看不清你的视频,need_repeat,0.612480103969574,0
insurance_policy_surrendered,哦，我退保了我退保了,insurance_cancel,0.6118777394294739,0
question_flagged,好几万诈骗,ask_doubt,0.6112543940544128,0
question_flagged,标记诈骗,ask_doubt,0.6076566576957703,0
insurance_policy_surrendered,我已经取消了,insurance_cancel,0.6053942441940308,0
need_consider,稍等,client_busy,0.6052655577659607,0
Customer_service_name,您叫啥,ask_who,0.6044396162033081,0
ask_where,嗯，哪里看呀,ask_who,0.6042385101318359,0
how_operate,我不会用,refuse,0.6016387343406677,0
refuse,我不升级了,insurance_upgrade_difference,0.6005319356918335,0
ask_where,去哪里啊,ask_who,0.6004692316055298,0
bad_response,你他妈谁呀,ask_who,0.5993099808692932,0
ask_next,好多,affirm,0.5985811352729797,0
insurance_upgrade_difference,现在去操作吗,how_operate,0.5983280539512634,0
insurance_upgrade_difference,我不会操作的，我保险成功了嘛，还要操作干嘛呢,how_operate,0.5981888771057129,0
not_understand,说什么没听懂,need_repeat,0.5974692106246948,0
insurance_upgrade_difference,嗯，你告诉我为什么要操作这个,how_operate,0.5967502593994141,0
not_understand,你讲那么多，我都没听明白,need_repeat,0.5920500755310059,0
normal_response,呵呵,affirm,0.5912371873855591,0
insurance_coverage,嗯，你们这个怎么是保什么呢,ask_who,0.5892484188079834,0
cannot_see_video,看不着操作,how_operate,0.5874460339546204,0
insurance_upgrade_required,勾选升级了吗,insurance_upgrade_difference,0.5862748622894287,0
insurance_policy_surrendered,我退出了,insurance_cancel,0.5845741629600525,0
operate_fail,昨天晚上我有头被我取消了，那怎么办,insurance_cancel,0.5819096565246582,0
insurance_upgrade_difference,我操作这个有什么用呢,how_operate,0.5808444619178772,0
complaint,投诉诈骗,ask_doubt,0.578041136264801,0
affirm,行，我再看看,send_message,0.577542245388031,0
insurance_settle_claim,怎么报啊,ask_who,0.5775064826011658,0
ask_doubt,明白，我不明白，因为我点的时候都没有显示什么升级什么。你现在来给我升级，我也不知道你是谁，是不是你所谓的链接，我都不知道有没有问题,insurance_upgrade_difference,0.5769491195678711,0
how_operate,不会提,refuse,0.5763856768608093,0
insurance_upgrade_required,我升级,insurance_upgrade_difference,0.5752828121185303,0
insurance_upgrade_difference,操作那个是干什么的,how_operate,0.5738858580589294,0
insurance_upgrade_required,我是想升级,insurance_upgrade_difference,0.5732141733169556,0
need_repeat,你等等等等，说的太快了,client_busy,0.5715699791908264,0
need_repeat,我是真的没听见你说话呀,ask_doubt,0.5713458061218262,0
not_understand,说啥我听不懂,need_repeat,0.5703545808792114,0
insurance_upgrade_required,我要升级,insurance_upgrade_difference,0.5703346729278564,0
no_interest,这个我就说实话，就抱着玩儿的心心态不是那么认真的,ask_doubt,0.5701791048049927,0
need_repeat,我咨询一下我我我我我我没听明白,interrupt,0.5690418481826782,0
insurance_policy_surrendered,我知道我已经退订了,insurance_cancel,0.568742573261261,0
normal_response,现在没忙啊,client_busy,0.5683569312095642,0
Official_phone,嗯，我到时候有什么事情，怎么联系众安保险的,ask_who,0.566959023475647,0
insurance_zgl,张国立是谁,ask_who,0.5660749673843384,0
not_understand,说话没听明白,need_repeat,0.5644896030426025,0
insurance_upgrade_required,我想升级,insurance_upgrade_difference,0.564140796661377,0
no_receive_message,短信发不过来,send_message,0.5633829236030579,0
insurance_upgrade_required,是想升级,insurance_upgrade_difference,0.5620812177658081,0
good_response,现在这么高级的吗,insurance_upgrade_difference,0.5612308382987976,0
insurance_policy_surrendered,好，我退保了,insurance_cancel,0.5611330270767212,0
not_understand,我没听明白，你重新说一遍,need_repeat,0.5604870319366455,0
insurance_policy_surrendered,我都退保了,insurance_cancel,0.5600937008857727,0
no_interest,我那个无意点了，那个那个升级保单，不是又要多交的吗？那个升级还是不要升级的,insurance_upgrade_difference,0.5581890344619751,0
ask_time,是长期的吗,ask_doubt,0.5561494827270508,0
insurance_policy_surrendered,已经退出,insurance_cancel,0.5554799437522888,0
insurance_upgrade_difference,不是他操作这个干嘛的呀,how_operate,0.5553966164588928,0
farewell,不需要，谢谢，再见，滚,refuse,0.5511670708656311,0
insurance_when_effect,要等很久,client_busy,0.5497311949729919,0
ask_where,在哪,ask_who,0.548841118812561,0
interrupt,等等你等等，你说那么多,client_busy,0.5472716093063354,0
insurance_upgrade_already,我以前升级,insurance_upgrade_difference,0.5465010404586792,0
affirm,有印象,no_impression,0.5461598038673401,0
not_understand,没听明白,need_repeat,0.5459192395210266,0
ask_listen,我刚才跟你说，你没有听我说，你再说，我也没有听清楚,need_repeat,0.5427192449569702,0
operate_fail,我升不了级,insurance_upgrade_difference,0.5422119498252869,0
send_message,行，好看看吧,affirm,0.5413649678230286,0
insurance_upgrade_already,我以前升级了,insurance_upgrade_difference,0.541100263595581,0
insurance_coverage,不是，我先问你啊，就是说假如我现在投了这个住院啊，比如说有住院的话,interrupt,0.5405858159065247,0
not_understand,怎么了啥意思,ask_who,0.5403958559036255,0
insurance_upgrade_difference,操作有什么用呢？我不,how_operate,0.5402948260307312,0
why_me,为啥我的,ask_who,0.5400569438934326,0
greeting,你好,affirm,0.539794385433197,0
no_receive_message,你消息发不过来,send_message,0.5391470193862915,0
insurance_interview,可以真人面售,ask_doubt,0.5389731526374817,0
send_message,我先看一下，先吧，看一下，到时候晚一点点我再升级吧,insurance_upgrade_difference,0.5385990738868713,0
phone_malfunction,没办法操作,how_operate,0.5373880863189697,0
Customer_service_name,您叫什么,ask_who,0.5372206568717957,0
insurance_upgrade_already,我早就升级了,insurance_upgrade_difference,0.536601722240448,0
insurance_upgrade_difference,我我不申请不可以啊,refuse,0.5364599823951721,0
ask_listen,我我你你没有听清楚我说的话吗,need_repeat,0.5361222624778748,0
Customer_service_name,您姓什么,ask_who,0.5351987481117249,0
insurance_benefit_insured,赔多少钱,ask_fee,0.5351616740226746,0
phone_malfunction,无法操作,how_operate,0.5338862538337708,0
greeting,嗨,affirm,0.5338208675384521,0
insurance_upgrade_difference,有哪些好处,ask_who,0.5312280058860779,0
ask_fee,啊，不用不用不用再花钱了吗,refuse,0.5305845737457275,0
refuse,没有那个时间,client_busy,0.5302686095237732,0
need_repeat,你说什么,ask_who,0.5294461846351624,0
crank,再也不要打了,refuse,0.5287927389144897,0
no_interest,你好，我想打扰一下哈,interrupt,0.5271397829055786,0
refuse,我不用谢谢你给我取消,insurance_cancel,0.5270218253135681,0
refuse,好好好啊，听着好，知道了知道了再说吧，好嘞,affirm,0.5265769362449646,0
insurance_age_restrict,那我现在都57了，我有57，我现在有糖尿病,insurance_disease_limitation,0.5264908671379089,0
insurance_policy_surrendered,买过了，已经退出了,insurance_cancel,0.5253043174743652,0
insurance_upgrade_required,要求升级,insurance_upgrade_difference,0.5250447988510132,0
ask_time,询问时间,interrupt,0.5242380499839783,0
insurance_upgrade_difference,不用了，就这样行了，不要加钱啊。我等明天用,refuse,0.5240036845207214,0
thanks,谢了,affirm,0.5234163999557495,0
ask_where,哪领,ask_who,0.5233331322669983,0
insurance_no_insured,啊，我想问一下子，我这个没有社保,interrupt,0.5232353806495667,0
ask_next,还有啥子事，说说继续,ask_who,0.5229073166847229,0
voice_assistant,保护财产安全，防范电信网络诈骗。四川公安提示您，凡是提到安全账户的都是诈骗,ask_doubt,0.5226243138313293,0
ask_who,等一下什么事啊,client_busy,0.5223086476325989,0
ask_doubt,嗯，不要不要不要，我车子上当了,refuse,0.5202648639678955,0
insurance_participated_already,上次我记得不是点那个短信了吗？上个星期你们不是说了吗,ask_doubt,0.5195900201797485,0
not_understand,我没听懂你上次说的最后一句,need_repeat,0.5193650722503662,0
insurance_settle_claim,这个怎么报呀,ask_who,0.5170495510101318,0
insurance_upgrade_required,想升级,insurance_upgrade_difference,0.516818642616272,0
send_message,啊，我我我试一下,interrupt,0.5167945027351379,0
insurance_upgrade_difference,我不需要，我就交这一个就行，别多了，没有用，我是闲着没事点的。我其实我别的保险都有,refuse,0.516789972782135,0
insurance_policy_surrendered,不要了，我已经申请退了,insurance_cancel,0.5163955092430115,0
not_understand,你说什么呀？你说,ask_who,0.5163858532905579,0
Question_professionalism,你级别太低,insurance_upgrade_difference,0.5152047872543335,0
interrupt,不是你你要听到我说，光是我听你说，我那边没搞得清楚,need_repeat,0.5127004981040955,0
cannot_see_video,投到哪里去了,ask_who,0.512661874294281,0
not_understand,是什么没听懂,need_repeat,0.5124541521072388,0
operate_fail,哦，不会搞，搞不来,how_operate,0.5114861726760864,0
insurance_upgrade_required,给我升级,insurance_upgrade_difference,0.5112810730934143,0
insurance_deductible,免赔额是什么东西我都看不懂，我怎么操作呢,how_operate,0.5106930732727051,0
refuse,不是的,ask_doubt,0.5106804370880127,0
affirm,哦，看一下吧,send_message,0.509857714176178,0
bad_response,你是不是个傻逼,ask_doubt,0.5091665983200073,0
insurance_coverage,我都报多少钱,ask_fee,0.5075294971466064,0
refuse,呃，我现在需要不着的,client_busy,0.5071219205856323,0
ask_next,怎么样,ask_who,0.5065138339996338,0
insurance_benefit_insured,嗯，我我不申请那个升级，就这你这个保额是多少,insurance_upgrade_difference,0.5063486695289612,0
why_me,怎么给我,ask_who,0.5060905814170837,0
how_operate,我怎么办,ask_who,0.5044203400611877,0
refuse,不好,affirm,0.5041877031326294,0
insurance_disease_limitation,不用，我看你你们那个上面写的，你是别人是有有有毛病的，是不能投，是吧,ask_doubt,0.5030364990234375,0
ask_where,去哪领,ask_who,0.4952835738658905,0
not_understand,我听不懂,need_repeat,0.49444589018821716,0
refuse,No,affirm,0.49431112408638,0
farewell,Bye,affirm,0.49431112408638,0
ask_next,What,affirm,0.49431112408638,0
greeting,Hello,affirm,0.49431112408638,0
greeting,Hi,affirm,0.49431112408638,0
normal_response,Oh,affirm,0.49431112408638,0
chitchat,MHM,affirm,0.49431112408638,0
chitchat,You,affirm,0.49431112408638,0
Official_phone,我们去找谁呢,ask_who,0.49400395154953003,0
refuse,不行,affirm,0.4917336404323578,0
insurance_benefit_insured,能赔多少钱,ask_fee,0.49129369854927063,0
need_consider,我先看看再说吧,send_message,0.49121370911598206,0
question_flagged,好几千诈骗,ask_doubt,0.4888867437839508,0
no_interest,我转接的时候按错了,wrong_person,0.48706600069999695,0
question_flagged,标记诈骗电话,ask_doubt,0.486263632774353,0
insurance_policy_surrendered,我已经退保了,insurance_cancel,0.48593515157699585,0
ask_time,结束时间,client_busy,0.48452994227409363,0
not_understand,什么呀，你说一下,ask_who,0.48396533727645874,0
Official_phone,我想问一下，如果是呃，有这一决定的话，我应该去怎么去联系你们,interrupt,0.48368918895721436,0
how_operate,不会呀，我,refuse,0.48266342282295227,0
ask_listen,听清了吗,need_repeat,0.48242947459220886,0
insurance_upgrade_already,以前升级,insurance_upgrade_difference,0.48220938444137573,0
affirm,发到我,send_message,0.4819401502609253,0
question_flagged,显示诈骗电话,ask_doubt,0.48072126507759094,0
greeting,啊，你好,affirm,0.4792338013648987,0
good_response,太好了,affirm,0.4790853261947632,0
interrupt,不是你还没听我说完呢,need_repeat,0.47895628213882446,0
insurance_disease_limitation,我明白，就是说我想问一下，就是说确诊有病的能不能投,interrupt,0.4788948595523834,0
ask_where,在哪里，那里,ask_who,0.47819459438323975,0
ask_where,怎么看,ask_who,0.47693371772766113,0
insurance_upgrade_already,原来升级,insurance_upgrade_difference,0.4764935076236725,0
client_busy,啊，我不想操作，再说吧，嗯我在休息,how_operate,0.47615745663642883,0
operate_fail,我刚刚升级升级不了啊,insurance_upgrade_difference,0.4744352400302887,0
insurance_disease_limitation,我知道呀，但是我看你们那个条条框框里面有哪些不能投啊,ask_doubt,0.4739491939544678,0
affirm,嗯，我回来看看吧，好嘞,send_message,0.47363096475601196,0
insurance_upgrade_already,早就升级了,insurance_upgrade_difference,0.47247636318206787,0
insurance_interview,能真人面售,ask_doubt,0.4718213379383087,0
insurance_upgrade_required,我怎么操作保险升级,insurance_upgrade_difference,0.4709756672382355,0
insurance_policy_surrendered,我在网上退保了,insurance_cancel,0.47083842754364014,0
good_response,真不错,affirm,0.47072845697402954,0
not_understand,我的啥,ask_who,0.4691478908061981,0
no_interest,我不想要挂了吧你,refuse,0.4684876501560211,0
thanks,好辛苦的,affirm,0.46808743476867676,0
greeting,呃，你好,affirm,0.46683886647224426,0
not_understand,你说的什么,ask_who,0.466082364320755,0
insurance_upgrade_already,早升级,insurance_upgrade_difference,0.4651953876018524,0
not_understand,什么东西听不懂,need_repeat,0.46428054571151733,0
insurance_coverage,嗯，好，美女你好，我问一下啊，他这个比如说嗯门诊啊这些东西啊都有的报的，是吧,interrupt,0.4635460674762726,0
insurance_upgrade_already,早就升级,insurance_upgrade_difference,0.46343284845352173,0
no_interest,啊，我也是只管点点试试，不知道有效没有,ask_doubt,0.46337610483169556,0
insurance_settle_claim,怎么出险,ask_who,0.4627363681793213,0
insurance_upgrade_required,升级了吧,insurance_upgrade_difference,0.46081987023353577,0
not_understand,我没听懂,need_repeat,0.4607396125793457,0
Official_phone,怎么找你们啊,ask_who,0.46041932702064514,0
good_response,哇塞,normal_response,0.46025168895721436,0
how_operate,我平台升级，我们下载那个什么那个去哪里头，这不就有吗,insurance_upgrade_difference,0.45920589566230774,0
ask_next,你先介绍一下，我再决定加不加微信,add_wechat,0.4590659737586975,0
can_listen,能听得到你说,ask_listen,0.45898309350013733,0
not_understand,我还没听懂呢,need_repeat,0.4578424096107483,0
chitchat,但是,affirm,0.45768582820892334,0
interrupt,我跟你说话，你听不懂是吧,need_repeat,0.4567338228225708,0
insurance_disease_refusal,被退保,insurance_cancel,0.4565833508968353,0
bad_response,你大爷的，我怎么关啊,ask_who,0.4553176164627075,0
not_understand,咋回事咋回事，您您再说一遍,ask_who,0.4547019898891449,0
not_understand,不是，我没有听懂你说什么,need_repeat,0.45288407802581787,0
affirm,等会儿操作,how_operate,0.452331006526947,0
insurance_upgrade_required,没升级吗,insurance_upgrade_difference,0.4519345760345459,0
insurance_when_effect,有没有等待期,client_busy,0.45161405205726624,0
chitchat,你看吧,send_message,0.4516028165817261,0
not_understand,俺没听懂,need_repeat,0.45099321007728577,0
not_understand,听不懂,need_repeat,0.44935598969459534,0
insurance_upgrade_difference,操作有什么用,how_operate,0.4493024945259094,0
client_busy,我这会儿没时间，你这是啥什么意思？你说的,not_understand,0.4489544630050659,0
insurance_ask_fee,你这个保险每个月多少钱,ask_fee,0.4486585259437561,0
insurance_policy_surrendered,申请退了,insurance_cancel,0.44665858149528503,0
ask_event,有哪些活动,ask_who,0.44600778818130493,0
no_interest,我说的是我按错按成升级版的了,insurance_upgrade_difference,0.44514891505241394,0
not_understand,没听懂,need_repeat,0.44400274753570557,0
insurance_ask_fee,保费一年需要交多少钱,ask_fee,0.44337552785873413,0
can_listen,能听到你说,ask_listen,0.44281718134880066,0
how_operate,怎么领,ask_who,0.44272714853286743,0
no_money,那不不不买没得钱买啊，好不见,refuse,0.441931813955307,0
question_flagged,好几十诈骗,ask_doubt,0.4414166510105133,0
need_repeat,什么东西升级，你刚才说的内容我没有听清,insurance_upgrade_difference,0.44130295515060425,0
not_understand,什么玩意啊，你啊,ask_who,0.44096866250038147,0
ask_next,为什么,ask_who,0.4399985671043396,0
send_message,啊，等一下，我看一下,client_busy,0.4391786456108093,0
ask_fee,升级一下多少钱,insurance_upgrade_difference,0.4389728903770447,0
insurance_coverage,那平常感冒感的,Sick,0.43886256217956543,0
insurance_policy_surrendered,退保了,insurance_cancel,0.4374687373638153,0
insurance_ask_fee,你这个保险一个月多少钱,ask_fee,0.437323659658432,0
insurance_coverage,你这个主要主要是我我还具体我还不太了解，你是主要是保大病啊，还是说我随时去医院看病，只要住院就可以报销,insurance_disease_limitation,0.4372689723968506,0
high_price,不想太贵,refuse,0.43631690740585327,0
can_listen,听得到你说,ask_listen,0.43549472093582153,0
ask_listen,听没听到,need_repeat,0.43533360958099365,0
insurance_policy_surrendered,嗯，不需要了，谢谢啊，我已经退了,insurance_cancel,0.4351533055305481,0
how_operate,怎么点,ask_who,0.4345040023326874,0
interrupt,你说那么多听不听我说嘛,need_repeat,0.433368980884552,0
Company_address,你总部在哪,ask_who,0.43281006813049316,0
chitchat,问题,interrupt,0.43277546763420105,0
need_repeat,没听清你说的什么意思,not_understand,0.43223053216934204,0
not_understand,我没听明白你说的哦,need_repeat,0.4312392771244049,0
greeting,大家好,affirm,0.4308786690235138,0
refuse,我不点我，我点了它没用，我就是故意点了点刚才,no_interest,0.43049100041389465,0
send_message,好，等一下，我看一下,client_busy,0.4304558038711548,0
not_understand,说嘛，有啥子事，我听不明白，你说慢点,need_repeat,0.42917999625205994,0
refuse,嗯，暂时没有,client_busy,0.4290788769721985,0
how_operate,哦，短信是吧，我有有些我也不是太会,ask_doubt,0.42889729142189026,0
insurance_benefit_insured,最高可以赔多少钱,ask_fee,0.4284743070602417,0
affirm,好呗，我我看看啊,send_message,0.42837101221084595,0
normal_response,噢,affirm,0.42800456285476685,0
operate_fail,操作不成功,how_operate,0.4275234639644623,0
ask_listen,我说话是不是你听不见,need_repeat,0.427485853433609,0
ask_fee,升级要钱吗,insurance_upgrade_difference,0.4273417294025421,0
insurance_upgrade_difference,不点不得行啊,refuse,0.42732954025268555,0
no_idea,太难了,affirm,0.42722025513648987,0
good_response,他妈的，牛逼,bad_response,0.4272060990333557,0
how_operate,嗯，可是我不会呀,refuse,0.42668676376342773,0
bad_response,我操傻逼东西,ask_doubt,0.42658108472824097,0
need_consider,再看一下,send_message,0.4264562726020813,0
insurance_settle_claim,这个怎么报啊,ask_who,0.4260432720184326,0
not_understand,我没有听懂,need_repeat,0.4260057508945465,0
insurance_policy_surrendered,已经退钱,insurance_cancel,0.4258915185928345,0
Question_professionalism,你刚来的,send_message,0.4247220456600189,0
insurance_policy_surrendered,已经退保了,insurance_cancel,0.42413195967674255,0
not_understand,听不懂你说的什么话,need_repeat,0.4240991771221161,0
insurance_upgrade_already,我之前升级过,insurance_upgrade_difference,0.4240533113479614,0
insurance_insured_already,嗯，我医院的就行了。好，谢谢，再见,affirm,0.4240441620349884,0
client_busy,啊，这会没有,refuse,0.4233589470386505,0
can_listen,可以听得到你说,ask_listen,0.4225025475025177,0
bad_response,我说你一家人，你一家人都得癌症，肿瘤,insurance_disease_limitation,0.42215338349342346,0
insurance_disease_refusal,有癌症，不能投保,insurance_disease_limitation,0.4219585955142975,0
ask_listen,能听清吗,need_repeat,0.42085736989974976,0
normal_response,哦,affirm,0.4204220175743103,0
operate_fail,不让买,refuse,0.4197032153606415,0
why_me,为啥给我,ask_who,0.4196811318397522,0
ask_fee,升级多少钱,insurance_upgrade_difference,0.41938894987106323,0
ask_doubt,你是缅甸的吧,ask_who,0.418278306722641,0
no_interest,抱歉,affirm,0.41803207993507385,0
not_understand,你重新说一下,interrupt,0.4178604185581207,0
ask_where,在哪领呀,ask_who,0.41769012808799744,0
insurance_benefit_insured,赔多少,ask_fee,0.4170932471752167,0
