intent,text,predict_raw,max_logits,bert_predict_correct,cluster_label,distance
send_message,什么时候你给我发过来吧，我知道了,send_message,0.7524505257606506,1,2023-12-14-27,4.870336052341725
send_message,那就发吧,send_message,0.8948931097984314,1,2023-12-14-1,5.285282473111525
send_message,哎，他是还给我，我现在申请下,interrupt,0.08557850122451782,0,2023-12-14-21,0.0
send_message,嗯，我现在有点忙，你先发过来,send_message,0.917985737323761,1,2023-12-14-3,4.2015343554197955
send_message,你发嘛，发了再说嘛,send_message,0.9057942628860474,1,2023-12-14-1,5.2966575353410095
send_message,你给我发过来，先看看,send_message,0.9434561133384705,1,2023-12-14-5,3.4896231067143226
send_message,你发呗,send_message,0.8981964588165283,1,2023-12-14-22,3.4891282667336823
send_message,发给我,send_message,0.7935764193534851,1,2023-12-14-12,6.038173476632244
send_message,先给我发,send_message,0.9195299744606018,1,2023-12-14-14,2.9070389418689744
send_message,你先发过来，我看看吧,send_message,0.9512255787849426,1,2023-12-14-5,1.7667893380902897
send_message,发过来吧,send_message,0.9099230766296387,1,2023-12-14-10,3.0600295812811042
send_message,发过来呗,send_message,0.9034348130226135,1,2023-12-14-10,2.6254952290325253
send_message,哦，你发吧,send_message,0.9326747059822083,1,2023-12-14-1,3.1720730849315992
send_message,哦，你发过来,send_message,0.951160728931427,1,2023-12-14-20,3.192256305603526
send_message,你发过来吧,send_message,0.9527201056480408,1,2023-12-14-20,3.169217686932999
send_message,你先发过来看看,send_message,0.9281237721443176,1,2023-12-14-5,3.5149277835694295
send_message,你给我发过来看看吧,send_message,0.9367339611053467,1,2023-12-14-5,3.5629588474568865
send_message,可以发过来给我看看吗,send_message,0.87779301404953,1,2023-12-14-5,5.705354118673979
send_message,你发过来吧，我自己会看的,send_message,0.9385953545570374,1,2023-12-14-5,4.003448659744848
send_message,你等一下，你发过来，我先看一下,send_message,0.9126978516578674,1,2023-12-14-5,4.66431934526868
send_message,我这会儿呃，你先发过来吧,send_message,0.9477549195289612,1,2023-12-14-20,3.093617743450645
send_message,你给我发吧，发完我我再看看,send_message,0.9527881741523743,1,2023-12-14-7,3.658871332133153
send_message,好，那你发过来吧,send_message,0.9527551531791687,1,2023-12-14-20,1.9578775046827612
send_message,给我发过来,send_message,0.8592614531517029,1,2023-12-14-10,4.866033647179402
send_message,发链接过来,send_message,0.5869320631027222,1,2023-12-14-9,4.998735005772568
send_message,短信接得到的,no_receive_message,0.3421354293823242,0,2023-12-14-19,4.277997442078981
send_message,短信能接收,no_receive_message,0.3066985011100769,0,2023-12-14-19,4.277997442078981
send_message,先发过来,send_message,0.9100465774536133,1,2023-12-14-10,3.4330284459245015
send_message,给我发一下,send_message,0.876548171043396,1,2023-12-14-14,2.9070389418689744
send_message,给我直接发个短信,send_message,0.21734145283699036,1,2023-12-14-11,3.927335217614375
send_message,哦，我看一下,send_message,0.44161534309387207,1,2023-12-14-4,2.8509977371422512
send_message,啊，有时间了，你发来吧,send_message,0.8867244124412537,1,2023-12-14-3,4.927678136348282
send_message,好好嘞好嘞，你发过来吧嗯,send_message,0.9392411708831787,1,2023-12-14-20,4.117044368030092
send_message,那好吧，发给我吧嗯,send_message,0.899796187877655,1,2023-12-14-12,3.2228555356459863
send_message,啊，你发给我看看再说吧,send_message,0.9499862790107727,1,2023-12-14-7,3.475986160267056
send_message,啊，你你先发我吧，我等一下看一下,send_message,0.9204725623130798,1,2023-12-14-18,5.777644150827016
send_message,你马上发信息过来,send_message,0.608491837978363,1,2023-12-14-11,5.3773283652338755
send_message,行，好嘞，我看一下吧。行，好嘞，我先挂了一下啊,send_message,0.24423424899578094,1,2023-12-14-16,3.5829499229676545
send_message,嗯，有啊，你发给我吧,send_message,0.9073589444160461,1,2023-12-14-12,2.1367399248602394
send_message,我弄一试试，我瞅瞅啊,no_interest,0.2580340802669525,0,2023-12-14-6,6.4794174971119505
send_message,你得发过来嘛,send_message,0.915753185749054,1,2023-12-14-10,5.069517337751731
send_message,哦，你把那个发给我看一下是个什么，我还没看清楚呢。但是那个我的孩子他在点点点点了,send_message,0.19783653318881989,1,2023-12-14-0,5.943108624654974
send_message,行行行，你发过来吧,send_message,0.9424240589141846,1,2023-12-14-20,3.624592469635227
send_message,嗯，发过来我看一下,send_message,0.910427987575531,1,2023-12-14-18,3.115274394051588
send_message,好吧好吧，你发过来我看一眼,send_message,0.9103058576583862,1,2023-12-14-18,3.5075142961013457
send_message,你发过来，我先看一下吧，好吗,send_message,0.9461827278137207,1,2023-12-14-5,2.853436459145432
send_message,嗯，一会操作吧，一会儿看看,how_operate,0.232998788356781,0,2023-12-14-8,6.253795232022638
send_message,嗯，你好，我看一下啊,send_message,0.46932604908943176,1,2023-12-14-4,2.8770503430209535
send_message,你发过来之后，我看一下再说吧,send_message,0.9428936243057251,1,2023-12-14-5,3.431964268589455
send_message,你再发一下，我看我能能能弄吗,send_message,0.46421241760253906,1,2023-12-14-17,0.0
send_message,哦，哦那你发过来先呗,send_message,0.9526087641716003,1,2023-12-14-20,2.430082359933004
send_message,嗯，我看一下呃，我跟你讲,interrupt,0.30229872465133667,0,2023-12-14-4,6.731204534445715
send_message,你先发过来吧，现在有点事,send_message,0.943370521068573,1,2023-12-14-3,3.7419882904748016
send_message,啊，我试试吧，看我能能不能搞,how_operate,0.13679659366607666,0,2023-12-14-6,5.539978742316372
send_message,啊，行，你给我发过来吧,send_message,0.9434245228767395,1,2023-12-14-20,3.121585588594258
send_message,嗯，好的好的好的，那你发过来吧，好吧,send_message,0.9151667356491089,1,2023-12-14-20,4.590103796868698
send_message,啊，你先发给我看看吧,send_message,0.9526389241218567,1,2023-12-14-7,3.1923254501299994
send_message,哦，我看一下短信,send_message,0.5917084217071533,1,2023-12-14-25,4.2769857564996165
send_message,这个你先发来，我看看吧，啥意思,send_message,0.8735091686248779,1,2023-12-14-18,6.043277734946956
send_message,哦，我先看看再说吧,send_message,0.5657227635383606,1,2023-12-14-2,4.699198579903628
send_message,但是我对这个保险不是很了解，我先看看吧，你先发，你发给我，我看看再说,send_message,0.8884609937667847,1,2023-12-14-26,4.237853198611197
send_message,啊，你发到我手机上面就行了吧,send_message,0.5532428026199341,1,2023-12-14-29,0.0
send_message,哦，你发过来我看一下吧嗯,send_message,0.9409801959991455,1,2023-12-14-18,2.3952851392037964
send_message,好的好的好的，你发过来我来看一下吧,send_message,0.9046229124069214,1,2023-12-14-18,3.818249100299859
send_message,把你发过来，把链接发过来吧，我看一下,send_message,0.9223213791847229,1,2023-12-14-5,5.513228782005167
send_message,啊，我我我试一下,interrupt,0.5167945027351379,0,2023-12-14-6,5.676617089903841
send_message,嗯，我你先发过来吧,send_message,0.9544093012809753,1,2023-12-14-20,2.1306125470022153
send_message,行，我先看看吧，先再说吧嗯,send_message,0.3919893801212311,1,2023-12-14-2,4.904836531980115
send_message,嗯，我看看吧，你,send_message,0.5110713243484497,1,2023-12-14-2,3.194373285132782
send_message,啊，你给我发过来吧,send_message,0.9369648694992065,1,2023-12-14-20,3.907693697916039
send_message,呃，我先看一下挂了啊,send_message,0.5271221995353699,1,2023-12-14-16,3.5829499229676545
send_message,好吧，我待会看一下吧,send_message,0.40416163206100464,1,2023-12-14-4,5.57390862466133
send_message,行，那一会你发过来吧啊啊,send_message,0.9341774582862854,1,2023-12-14-3,3.402933985979528
send_message,嗯，我看一下吧，如果合适就申请,send_message,0.2984110414981842,1,2023-12-14-13,5.197737800266969
send_message,你让我看看,send_message,0.5128321647644043,1,2023-12-14-2,6.000210525905586
send_message,看一下先呢,send_message,0.33939939737319946,1,2023-12-14-2,6.602128573221755
send_message,啊，行，你发过来，我看一下,send_message,0.949028730392456,1,2023-12-14-18,2.5217257778126365
send_message,现在呃你发过来吧,send_message,0.9570918679237366,1,2023-12-14-20,4.258724657984905
send_message,嗯，你发过来我看看,send_message,0.9401874542236328,1,2023-12-14-5,1.9963621969427159
send_message,可以，你发吧，发一会我看,send_message,0.9235636591911316,1,2023-12-14-1,4.6961508833972045
send_message,等我看看吧嗯,send_message,0.3624979555606842,1,2023-12-14-2,5.196740793120242
send_message,看一下嘛，发过来看一下,send_message,0.884008526802063,1,2023-12-14-18,4.159269368530946
send_message,啊，我看看啊,send_message,0.41523194313049316,1,2023-12-14-2,4.442815696987155
send_message,嗯，你先发给我了,send_message,0.9292293787002563,1,2023-12-14-12,2.568142533724439
send_message,嗯，你发吧，没事哈。好嗯,send_message,0.8057344555854797,1,2023-12-14-1,4.717808034222485
send_message,哦，发发一部片发过来吧,send_message,0.9456676244735718,1,2023-12-14-7,5.30992092262644
send_message,那你发过来，我看一下,send_message,0.9503939151763916,1,2023-12-14-5,2.981159639965165
send_message,哪一个就这个现在发过来的吗,send_message,0.7316303253173828,1,2023-12-14-28,0.0
send_message,好，我看看,send_message,0.433685839176178,1,2023-12-14-2,3.379972206736393
send_message,哦，好，你你发给我发给我吧，好吧,send_message,0.9113271832466125,1,2023-12-14-12,3.190425146308985
send_message,啊，可以，你发,send_message,0.8778101801872253,1,2023-12-14-22,4.5167821787168245
send_message,好，等一下，我看一下,client_busy,0.4304558038711548,0,2023-12-14-24,0.9228315713485398
send_message,嗯，好，你发过来看一下吧,send_message,0.9346137642860413,1,2023-12-14-18,1.8040457034657824
send_message,啊，你发过来就行了,send_message,0.9306793212890625,1,2023-12-14-3,4.976108747509424
send_message,哦，我看一下先,send_message,0.4986226558685303,1,2023-12-14-4,2.988131367087006
send_message,你先发给我,send_message,0.897879958152771,1,2023-12-14-12,3.5687841414827624
send_message,嗯，我从短信看一下吧,send_message,0.632414698600769,1,2023-12-14-25,5.24577652725228
send_message,你发过来我看看,send_message,0.929806649684906,1,2023-12-14-5,2.9217346271617943
send_message,你你发给我看看呢,send_message,0.927297830581665,1,2023-12-14-7,4.159489062216564
send_message,嗯，你先发过来，我我点一下，我点看一下行吗,send_message,0.8836269378662109,1,2023-12-14-18,5.1555674010157775
send_message,嗯，好吧，我看看,send_message,0.43644893169403076,1,2023-12-14-2,2.7355927918245904
send_message,那那你发来,send_message,0.9205230474472046,1,2023-12-14-7,6.36518572308142
send_message,啊，你发过来，我看一下，我先看看,send_message,0.9392316937446594,1,2023-12-14-18,2.409377913393839
send_message,嗯，你发过来先吧,send_message,0.9575404524803162,1,2023-12-14-20,2.8423186957126068
send_message,行，我看看吧,send_message,0.4301998019218445,1,2023-12-14-2,3.2340258943540996
send_message,嗯，发过来吧,send_message,0.9414504766464233,1,2023-12-14-20,3.472303121138848
send_message,好吧，你发过来好了看一看,send_message,0.9472641944885254,1,2023-12-14-18,2.7523139587231342
send_message,你发过来，我看一下,send_message,0.9468752145767212,1,2023-12-14-5,2.5790105281918896
send_message,啊，等一下，我看一下,client_busy,0.4391786456108093,0,2023-12-14-24,0.9228315713485398
send_message,好的，你发过来。行啊,send_message,0.9304805397987366,1,2023-12-14-20,3.4530999332905923
send_message,哦，那我试试看吧。行，好的,affirm,0.363471120595932,0,2023-12-14-13,5.197737800266969
send_message,嗯，你发过来嘛,send_message,0.9433085322380066,1,2023-12-14-20,3.618598176155191
send_message,我先看一下，先吧，看一下，到时候晚一点点我再升级吧,insurance_upgrade_difference,0.5385990738868713,0,2023-12-14-30,0.0
send_message,嗯，好，可以啊，你发过来看看,send_message,0.9264123439788818,1,2023-12-14-18,3.027950932623351
send_message,嗯，你发过来吧。好的,send_message,0.9475002288818359,1,2023-12-14-20,2.331203241104855
send_message,现在你好，发给我噻,send_message,0.9055998921394348,1,2023-12-14-12,3.7746472479590993
send_message,嗯，发过来我看看好吧,send_message,0.926861584186554,1,2023-12-14-18,3.164219447899817
send_message,哦，那你那你这样发过来就可以了哈,send_message,0.9325168132781982,1,2023-12-14-3,4.7766446662845965
send_message,哦，行，好，你发给我吧嗯,send_message,0.9166942834854126,1,2023-12-14-12,2.6655377251129666
send_message,嗯，好，你发,send_message,0.8915544152259827,1,2023-12-14-22,3.7712804995305023
send_message,好，你先发过来吧,send_message,0.9557445049285889,1,2023-12-14-20,2.1397294398789874
send_message,嗯，我来看一下啊,send_message,0.5416650772094727,1,2023-12-14-4,3.204980302277702
send_message,那行，你发给我吧,send_message,0.9081659317016602,1,2023-12-14-12,2.659293655626478
send_message,好，我看一下啊嗯,send_message,0.3798355162143707,1,2023-12-14-4,3.1371505219041467
send_message,行，好看看吧,affirm,0.5413649678230286,0,2023-12-14-2,6.137013211846551
send_message,好的，我看一下吧,send_message,0.47620779275894165,1,2023-12-14-4,4.061348601552191
send_message,嗯，好了，我看看吧,send_message,0.3975314795970917,1,2023-12-14-2,2.9111641948756253
send_message,好，你那个发过来我看看,send_message,0.9490767121315002,1,2023-12-14-5,3.88617902282225
send_message,嗯，你发过来我看看了。嗯，拜拜,send_message,0.851016104221344,1,2023-12-14-18,5.284611923907095
send_message,嗯，你发过来看看,send_message,0.9407916069030762,1,2023-12-14-5,2.09144213663336
send_message,你发过来看看嘛,send_message,0.934464693069458,1,2023-12-14-5,2.9866415951833925
send_message,我先把这个先先我先把那里面的看清楚吧,need_repeat,0.20337381958961487,0,2023-12-14-0,5.943108624654974
send_message,啊，你发过来，我有时间我弄,send_message,0.8415553569793701,1,2023-12-14-3,5.055423957364262
send_message,交通啊啊啊，你一会发过来，我有时间我就操作,send_message,0.5661361813545227,1,2023-12-14-8,5.687770013858896
send_message,那你发过来，我有空再看吧,send_message,0.9496455788612366,1,2023-12-14-5,3.428830336231833
send_message,现在没有时间，你发过来吧，发过来，我有时间，我弄看一下吧,send_message,0.90656977891922,1,2023-12-14-3,3.7572054986622248
send_message,嗯，你发过来吧，我有时间,send_message,0.9234865307807922,1,2023-12-14-3,3.3430639971403795
send_message,嗯，我将来投了，我晓得,affirm,0.15931476652622223,0,2023-12-14-15,0.0
send_message,嗯，有时间联系发过来好不好,send_message,0.5988184809684753,1,2023-12-14-9,4.998735005772568
send_message,行，你发过来看看吧,send_message,0.932075023651123,1,2023-12-14-5,3.3161509049424858
send_message,你发过来了好不好,send_message,0.8715716600418091,1,2023-12-14-10,5.351271444249765
send_message,好，你发吧,send_message,0.9351145625114441,1,2023-12-14-1,2.513584894164378
send_message,哦，好好，那这个你发短信吧,send_message,0.5943458676338196,1,2023-12-14-25,3.772417910597314
send_message,嗯，好发吧，嗯，再见,send_message,0.5526120662689209,1,2023-12-14-1,7.9713501488990115
send_message,你发短信呢,send_message,0.3299627900123596,1,2023-12-14-11,3.3491488160878617
send_message,推送一下,affirm,0.18268321454524994,0,2023-12-14-23,0.0
send_message,发短信,send_message,0.2895287573337555,1,2023-12-14-11,3.2266329069859148
send_message,嗯，好的好的好的，你发吧，你发吧，挂了啊,send_message,0.7812678217887878,1,2023-12-14-26,4.237853198611197
add_wechat,你加我好了,affirm,0.17634417116641998,0,2023-12-14-4,5.293399347738624
add_wechat,添加一下你,add_wechat,0.1811121255159378,1,2023-12-14-8,0.0
add_wechat,好的好的，那你你那个微信我怎么加,add_wechat,0.30986982583999634,1,2023-12-14-6,1.039419420218169
add_wechat,好的，我那个你这个号就是微信号码,add_wechat,0.3251137137413025,1,2023-12-14-7,1.239593072620176
add_wechat,好的，你加我的微信吧,add_wechat,0.45792850852012634,1,2023-12-14-3,3.740992587731722
add_wechat,好的好的，那你的微信我怎么加,add_wechat,0.30902189016342163,1,2023-12-14-6,1.039419420218169
add_wechat,可以，你加我微信,add_wechat,0.45457974076271057,1,2023-12-14-3,4.171609340007612
add_wechat,好的，那你这个号码就是微信号码,add_wechat,0.3185768127441406,1,2023-12-14-7,1.239593072620176
add_wechat,好的，我的手机号就是微信号,add_wechat,0.2511170506477356,1,2023-12-14-1,5.220316291868545
add_wechat,那你加呗,ask_fee,0.1142810583114624,0,2023-12-14-4,5.293399347738624
add_wechat,你的手机号/加微信,add_wechat,0.3882580101490021,1,2023-12-14-5,5.773714137340339
add_wechat,OK你们加下我的微信,add_wechat,0.5263899564743042,1,2023-12-14-3,4.39360416410701
add_wechat,OK你们加下我的微信号码,add_wechat,0.5685208439826965,1,2023-12-14-5,3.871185062725034
add_wechat,OK你加我的微信号码,add_wechat,0.4872354567050934,1,2023-12-14-5,2.8369960198278905
add_wechat,OK你添加一下我的微信号码,add_wechat,0.618980348110199,1,2023-12-14-5,3.8512512470639315
add_wechat,OK我的电话是微信,add_wechat,0.18346934020519257,1,2023-12-14-1,6.19977523912238
add_wechat,加我的微信号,add_wechat,0.4394335448741913,1,2023-12-14-5,3.70140378455414
add_wechat,可以的你们加一下我的微信,add_wechat,0.5230693817138672,1,2023-12-14-3,2.909317337855665
add_wechat,可以的加一下我的微信,add_wechat,0.5913662910461426,1,2023-12-14-3,4.025574950398778
add_wechat,可以的加我的微信号码,add_wechat,0.5339692831039429,1,2023-12-14-5,3.1022191131063117
add_wechat,可以的我的手机号是微信,add_wechat,0.21515849232673645,1,2023-12-14-1,4.646077401152097
add_wechat,可以的我的电话是微信号码,add_wechat,0.2757631540298462,1,2023-12-14-1,3.2236894047736255
add_wechat,可以的添加一下我的微信号,add_wechat,0.6385230422019958,1,2023-12-14-5,4.196028752680312
add_wechat,可以的添加我的微信号码,add_wechat,0.5880826115608215,1,2023-12-14-5,2.8588850411863502
add_wechat,好了你们加我的微信号,add_wechat,0.5164240598678589,1,2023-12-14-5,2.916470951259986
add_wechat,好了你加一下我的微信,add_wechat,0.5685741901397705,1,2023-12-14-3,2.263085196437194
add_wechat,好了加下我的微信,add_wechat,0.5414196848869324,1,2023-12-14-3,3.9014245267047336
add_wechat,好了添加一下我的微信号码,add_wechat,0.6069319844245911,1,2023-12-14-5,2.8046880074792733
add_wechat,好的你们加一下我的微信,add_wechat,0.5355875492095947,1,2023-12-14-3,1.9430468941304968
add_wechat,好的你们加我的微信,add_wechat,0.4868904948234558,1,2023-12-14-3,3.0850081221832846
add_wechat,好的你们加我的微信号码,add_wechat,0.5271204113960266,1,2023-12-14-5,2.3431429814409532
add_wechat,好的你们添加一下我的微信号,add_wechat,0.6227046251296997,1,2023-12-14-3,3.377645126654982
add_wechat,好的你们添加我的微信,add_wechat,0.5296264290809631,1,2023-12-14-3,2.9823138116353465
add_wechat,好的你加一下我的微信号,add_wechat,0.5925371646881104,1,2023-12-14-5,3.4315578355379834
add_wechat,好的加一下我的微信,add_wechat,0.5602125525474548,1,2023-12-14-3,3.228149714287238
add_wechat,我的电话号码是微信号,add_wechat,0.17336398363113403,1,2023-12-14-1,2.718121760541692
add_wechat,我的电话号码是微信号码,add_wechat,0.1763555109500885,1,2023-12-14-1,3.5429206187821554
add_wechat,没有问题你们加一下我的微信号码,add_wechat,0.5934202075004578,1,2023-12-14-2,2.4411617949067947
add_wechat,没有问题你们加我的微信号,add_wechat,0.5625123977661133,1,2023-12-14-2,2.967677377367328
add_wechat,没有问题你们添加一下我的微信号,add_wechat,0.6439770460128784,1,2023-12-14-2,3.4126177921460323
add_wechat,没有问题你们添加一下我的微信号码,add_wechat,0.6330596804618835,1,2023-12-14-2,2.4957542557439396
add_wechat,没有问题你添加我的微信号码,add_wechat,0.5704106688499451,1,2023-12-14-2,2.7790070793943524
add_wechat,没有问题加一下我的微信,add_wechat,0.5693270564079285,1,2023-12-14-2,4.817557465564602
add_wechat,没有问题加一下我的微信号码,add_wechat,0.5435982942581177,1,2023-12-14-2,3.466576769864255
add_wechat,没问题你们加下我的微信号码,add_wechat,0.594859778881073,1,2023-12-14-2,2.9776826585955205
add_wechat,没问题你们添加我的微信号,add_wechat,0.6209061145782471,1,2023-12-14-2,2.8573232160661513
add_wechat,没问题你添加我的微信号,add_wechat,0.5995878577232361,1,2023-12-14-2,2.753521499814657
add_wechat,没问题加下我的微信,add_wechat,0.5755422115325928,1,2023-12-14-2,4.963414141616893
add_wechat,没问题我的手机号是微信号,wrong_person,0.2591366767883301,0,2023-12-14-1,3.9966269373566794
add_wechat,没问题我的电话号码是微信号,wrong_person,0.1984969526529312,0,2023-12-14-1,2.7591836430673022
add_wechat,没问题添加我的微信号码,add_wechat,0.555989682674408,1,2023-12-14-2,2.909144815990459
add_wechat,你手机号发给我,send_message,0.18072104454040527,0,2023-12-14-0,6.7198554127939225
add_wechat,你的手机号加一下,add_wechat,0.32577943801879883,1,2023-12-14-0,5.143379358894651
add_wechat,你的手机号是多少,wrong_person,0.19107700884342194,0,2023-12-14-9,0.0
add_wechat,加下你手机号,add_wechat,0.25739404559135437,1,2023-12-14-0,3.6922664958584037
ask_fee,呃，我问一下，像每个月就是每个月都只交一元钱就行了,ask_fee,0.35759490728378296,1,2023-12-14-13,5.785059546552998
ask_fee,就是我需要支付,refuse,0.1977500319480896,0,2023-12-14-30,0.0
ask_fee,哎，您说一元钱，我怎么付的,ask_fee,0.307163804769516,1,2023-12-14-0,6.493924695813684
ask_fee,你们那个是不是又让掏什么钱,ask_fee,0.22132082283496857,1,2023-12-14-7,5.596570556457371
ask_fee,还需要掏什么钱,ask_fee,0.5134887099266052,1,2023-12-14-0,4.845431378896042
ask_fee,就是说每个月只交一块多,ask_fee,0.35189858078956604,1,2023-12-14-13,6.2477187107487735
ask_fee,升级后多少钱一个月,insurance_upgrade_difference,0.2838284373283386,0,2023-12-14-31,3.6281133706652318
ask_fee,升级后多少钱,insurance_upgrade_difference,0.35417038202285767,0,2023-12-14-31,2.629187842248507
ask_fee,不是扣1块,ask_fee,0.20132514834403992,1,2023-12-14-19,2.2771545503632824
ask_fee,不是扣2块,ask_fee,0.21437722444534302,1,2023-12-14-19,2.2771545503632824
ask_fee,扣几块,ask_fee,0.26812219619750977,1,2023-12-14-33,0.0
ask_fee,扣多少,ask_fee,0.40778210759162903,1,2023-12-14-5,6.22873331931568
ask_fee,是不是每个月都1块钱,ask_fee,0.3802931010723114,1,2023-12-14-13,6.039393675313021
ask_fee,一个月投多少,ask_fee,0.4625043570995331,1,2023-12-14-16,5.8861278591845405
ask_fee,另外收费,insurance_automatic_pay,0.3569481670856476,0,2023-12-14-11,3.9980146419324263
ask_fee,加不加钱,ask_fee,0.3985634744167328,1,2023-12-14-10,3.9818518367788855
ask_fee,你这个费用变不变,ask_fee,0.47248050570487976,1,2023-12-14-2,6.022492507431262
ask_fee,是不是要加钱了,ask_fee,0.47070959210395813,1,2023-12-14-10,3.7443481324326755
ask_fee,要加钱,ask_fee,0.5491182804107666,1,2023-12-14-10,2.9304754830836837
ask_fee,交的费用就变多了,ask_fee,0.5485043525695801,1,2023-12-14-32,4.522209920726788
ask_fee,交的钱变不变,ask_fee,0.4655330777168274,1,2023-12-14-2,5.67234223605578
ask_fee,费用也得涨,ask_fee,0.4273688495159149,1,2023-12-14-32,4.522209920726788
ask_fee,那不得多加钱,ask_fee,0.471642404794693,1,2023-12-14-0,6.209098953706037
ask_fee,那不得多花钱,ask_fee,0.37315529584884644,1,2023-12-14-0,4.767183000983591
ask_fee,钱会不会变,ask_fee,0.2815397381782532,1,2023-12-14-2,7.176523181470783
ask_fee,钱变不变,ask_fee,0.1279982626438141,1,2023-12-14-2,6.89398405177998
ask_fee,每个月平均多少,ask_fee,0.24463988840579987,1,2023-12-14-16,6.200473324229613
ask_fee,交多少,ask_fee,0.3455575406551361,1,2023-12-14-5,6.116809805056229
ask_fee,每月多少,ask_fee,0.42875900864601135,1,2023-12-14-16,3.4942877078752406
ask_fee,次月多少,ask_fee,0.18877649307250977,1,2023-12-14-16,6.980288706273117
ask_fee,次月涨很多,ask_fee,0.20611843466758728,1,2023-12-14-6,5.8481764540210825
ask_fee,次月要加很多,ask_fee,0.12725745141506195,1,2023-12-14-6,5.8481764540210825
ask_fee,每月支付多少,ask_fee,0.25670161843299866,1,2023-12-14-14,2.4087049042347415
ask_fee,每个月多少,ask_fee,0.4470166862010956,1,2023-12-14-16,3.15317779555395
ask_fee,每月付多少,ask_fee,0.43691596388816833,1,2023-12-14-14,2.4087049042347415
ask_fee,不要钱,refuse,0.2895348370075226,0,2023-12-14-4,4.0879266474351565
ask_fee,升级要钱吗,insurance_upgrade_difference,0.4273417294025421,0,2023-12-14-31,4.042705343595121
ask_fee,升级多少钱,insurance_upgrade_difference,0.41938894987106323,0,2023-12-14-31,3.2030784757000985
ask_fee,升级一下多少钱,insurance_upgrade_difference,0.4389728903770447,0,2023-12-14-31,4.66367497493214
ask_fee,升级加钱,insurance_upgrade_difference,0.26573827862739563,0,2023-12-14-31,4.418273490608656
ask_fee,免费的吗,ask_fee,0.12729769945144653,1,2023-12-14-24,1.9156411680016556
ask_fee,我点开要不要,refuse,0.3857016861438751,0,2023-12-14-18,0.0
ask_fee,多少钱啊,ask_fee,0.5394474267959595,1,2023-12-14-5,3.224005691791327
ask_fee,要钱吗,ask_fee,0.46315211057662964,1,2023-12-14-4,4.442673452940812
ask_fee,费用怎么算,ask_fee,0.2121804803609848,1,2023-12-14-0,7.703713772982432
ask_fee,领取要钱吗,ask_fee,0.24078844487667084,1,2023-12-14-11,5.4403308044183145
ask_fee,请问商品价格是多少,ask_fee,0.12535443902015686,1,2023-12-14-3,5.720453408126707
ask_fee,我问你每个月就是每个月的扣费是多少，你能不能跟我详细说一下呢,ask_fee,0.23495285212993622,1,2023-12-14-7,5.596570556457371
ask_fee,一个月49是吧,client_busy,0.11899510025978088,0,2023-12-14-23,0.0
ask_fee,它现在是为啥时候变成七百多了,insurance_upgrade_difference,0.32175207138061523,0,2023-12-14-20,0.0
ask_fee,啊，对呀，我保的是那个每个月2.79块那个,ask_doubt,0.25051775574684143,0,2023-12-14-12,5.507238604851997
ask_fee,呃，有有你这个你这保险是每月多少钱呢,ask_fee,0.36897847056388855,1,2023-12-14-25,5.128679293196093
